GeoFips,GeoName,LineCode,Description,gdp2018,gdp2017,gdp2016,gdp2015,gdp2014,gdp2013,gdp2012,gdp2011,gdp2010,gdp2009,gdp2008,gdp2007
13185,"Lowndes, GA",70,      Health care and social assistance,316180,303528,297665,297230,297565,298895,284618,292962,308469,294357,274242,248758
13185,"Lowndes, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",217385,209371,208707,206381,193392,185149,175641,169470,176644,169791,152545,158536
13185,"Lowndes, GA",76,"      Arts, entertainment, and recreation",24836,26511,27273,26307,26227,25663,29544,31833,34689,28635,16233,19904
13185,"Lowndes, GA",79,      Accommodation and food services,192549,182860,181434,180075,167165,159486,146097,137637,141955,141156,136312,138632
13185,"Lowndes, GA",82,    Other services (except government and government enterprises),101394,96844,95822,93798,91346,85388,82402,78399,77877,76644,74247,76233
13185,"Lowndes, GA",83,Government and government enterprises,1366307,1306500,1269058,1268916,1257171,1246576,1242730,1185897,1152837,1070886,996220,914556
13185,"Lowndes, GA",,Addenda:,,,,,,,,,,,,
13185,"Lowndes, GA",87,Natural resources and mining,22815,25343,20702,22940,21254,24228,28245,29461,27506,25719,23867,23536
13185,"Lowndes, GA",88,Trade,572222,552071,535529,506446,513693,513116,478765,483043,493099,503962,547663,602611
13185,"Lowndes, GA",89,Transportation and utilities,258872,246592,235100,215951,149963,129886,172978,174078,167533,168647,197437,135766
13185,"Lowndes, GA",90,Manufacturing and information,772381,745172,722734,685990,643911,617029,585157,548727,520965,529457,486400,486085
13185,"Lowndes, GA",91,Private goods-producing industries 2/,901496,854426,815153,750151,698797,668751,689567,672556,672085,691286,695429,680557
13185,"Lowndes, GA",92,Private services-providing industries 3/,2945631,2807155,2675170,2569794,2479171,2415820,2298930,2226578,2275384,2230450,2254946,2171177
13187,"Lumpkin, GA",1,All industry total,803630,758739,699408,677223,647855,623813,590488,577055,575718,560493,567220,578699
13187,"Lumpkin, GA",2,  Private industries,561768,548217,505218,493787,470614,451455,424601,407123,412516,404872,420637,438504
13187,"Lumpkin, GA",3,"    Agriculture, forestry, fishing and hunting",10418,11817,7097,13663,13418,11857,8531,507,3458,7357,11150,11878
13187,"Lumpkin, GA",6,"    Mining, quarrying, and oil and gas extraction",3606,3382,2789,2613,2462,1727,1711,2004,2967,3103,3529,3917
13187,"Lumpkin, GA",10,    Utilities,2620,2186,2197,1808,1659,1794,1701,1714,1481,1460,448,(D)
13187,"Lumpkin, GA",11,    Construction,42685,51204,40558,38696,30624,27243,34251,34986,48000,40026,37839,53172
13187,"Lumpkin, GA",12,    Manufacturing,77954,80229,72469,67567,61922,60641,52706,54573,50537,49158,59511,71538
13187,"Lumpkin, GA",13,      Durable goods manufacturing,42661,45804,38567,31340,31343,32869,30441,30536,29099,25152,33409,36883
13187,"Lumpkin, GA",25,      Nondurable goods manufacturing,35292,34424,33902,36227,30579,27772,22265,24038,21438,24006,26102,34656
13187,"Lumpkin, GA",34,    Wholesale trade,29013,27084,34496,34650,32700,29597,23988,19920,15935,14480,(D),(D)
13187,"Lumpkin, GA",35,    Retail trade,48785,46234,45850,44230,42671,41677,39176,37896,35818,35242,36171,36340
13187,"Lumpkin, GA",36,    Transportation and warehousing,12772,12392,11337,13001,13121,12666,11552,10680,7985,6037,(D),11291
13187,"Lumpkin, GA",45,    Information,5225,5018,5058,5076,4891,4509,4412,5201,6267,6189,5691,5151
13187,"Lumpkin, GA",50,"    Finance, insurance, real estate, rental, and leasing",176291,163776,148174,140594,139734,134782,126877,125955,124852,126012,126185,120433
13187,"Lumpkin, GA",51,      Finance and insurance,42712,39851,39400,37685,40272,37038,35500,34808,35567,33908,33778,29696
13187,"Lumpkin, GA",56,      Real estate and rental and leasing,133579,123925,108774,102908,99463,97744,91378,91148,89285,92104,92407,90737
13187,"Lumpkin, GA",59,    Professional and business services,42712,39344,36312,36308,36374,35927,34760,30851,28785,27823,33183,31459
13187,"Lumpkin, GA",60,"      Professional, scientific, and technical services",17383,15825,14237,(D),(D),(D),(D),(D),(D),(D),(D),(D)
13187,"Lumpkin, GA",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13187,"Lumpkin, GA",65,      Administrative and support and waste management and remediation services,(D),(D),(D),15172,16438,16342,16166,15781,15099,15234,11624,12228
13187,"Lumpkin, GA",68,"    Educational services, health care, and social assistance",42725,41140,36244,37325,38550,39255,38234,39916,43934,46974,44856,40190
13187,"Lumpkin, GA",69,      Educational services,(D),(D),958,787,804,672,649,583,756,1365,1568,1465
13187,"Lumpkin, GA",70,      Health care and social assistance,(D),(D),35286,36538,37746,38583,37586,39333,43178,45609,43288,38725
13187,"Lumpkin, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",43727,42908,42261,38526,33603,31854,28970,25223,23881,22547,23227,22830
13187,"Lumpkin, GA",76,"      Arts, entertainment, and recreation",4723,3893,2866,2445,2950,2831,3070,2400,2156,1410,1481,2420
13187,"Lumpkin, GA",79,      Accommodation and food services,39004,39015,39395,36081,30653,29023,25900,22823,21725,21137,21746,20410
13187,"Lumpkin, GA",82,    Other services (except government and government enterprises),23235,21505,20377,19729,18884,17926,17730,17696,18617,18465,18014,17612
13187,"Lumpkin, GA",83,Government and government enterprises,241863,210522,194189,183436,177241,172357,165887,169933,163202,155621,146583,140196
13187,"Lumpkin, GA",,Addenda:,,,,,,,,,,,,
13187,"Lumpkin, GA",87,Natural resources and mining,14024,15199,9885,16276,15880,13584,10242,2510,6425,10460,14679,15795
13187,"Lumpkin, GA",88,Trade,77797,73318,80346,78880,75371,71274,63164,57816,51752,49722,(D),(D)
13187,"Lumpkin, GA",89,Transportation and utilities,15392,14577,13533,14809,14780,14460,13253,12394,9466,7496,(D),(D)
13187,"Lumpkin, GA",90,Manufacturing and information,83179,85247,77528,72644,66813,65150,57118,59775,56804,55347,65202,76690
13187,"Lumpkin, GA",91,Private goods-producing industries 2/,134663,146631,122913,122540,108426,101468,97200,92069,104961,99645,112028,140505
13187,"Lumpkin, GA",92,Private services-providing industries 3/,427105,401586,382306,371247,362188,349987,327401,315053,307555,305228,308608,297998
13189,"McDuffie, GA",1,All industry total,692839,664163,637617,621909,595132,576814,564270,584999,581645,576169,570377,600016
13189,"McDuffie, GA",2,  Private industries,590272,564528,546935,530680,505189,491697,474452,488271,482266,478669,477490,505149
13189,"McDuffie, GA",3,"    Agriculture, forestry, fishing and hunting",28349,29854,31087,32640,29287,33307,25853,(D),31437,(D),26382,(D)
13189,"McDuffie, GA",6,"    Mining, quarrying, and oil and gas extraction",6862,895,1671,1602,1666,2631,6131,6903,8999,8984,10074,10329
13189,"McDuffie, GA",10,    Utilities,2640,2429,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13189,"McDuffie, GA",11,    Construction,25454,24229,21119,22666,23276,21697,21963,22394,21445,18419,20347,20711
13189,"McDuffie, GA",12,    Manufacturing,169866,162534,158516,148457,135464,125580,123798,138716,137120,140588,130493,144334
13189,"McDuffie, GA",13,      Durable goods manufacturing,51646,49796,43707,39153,36139,30867,29302,27365,27533,20986,33437,31101
13189,"McDuffie, GA",25,      Nondurable goods manufacturing,118219,112738,114810,109304,99325,94713,94497,111352,109587,119602,97056,113233
13189,"McDuffie, GA",34,    Wholesale trade,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13189,"McDuffie, GA",35,    Retail trade,49246,50130,49991,47776,47448,48107,47348,49756,50498,54047,56343,55586
13189,"McDuffie, GA",36,    Transportation and warehousing,18926,17762,19065,21650,20746,18725,17509,14345,12336,12419,13906,18510
13189,"McDuffie, GA",45,    Information,15752,14158,13012,14415,17255,18387,15011,15707,14159,14030,15767,15868
13189,"McDuffie, GA",50,"    Finance, insurance, real estate, rental, and leasing",161722,154321,142041,133755,128497,121306,120399,120304,120313,119081,114038,113905
13189,"McDuffie, GA",51,      Finance and insurance,38716,37969,34682,33794,36228,32511,32394,31515,31079,27987,28002,27439
13189,"McDuffie, GA",56,      Real estate and rental and leasing,123006,116352,107359,99961,92270,88795,88005,88789,89234,91094,86036,86466
13189,"McDuffie, GA",59,    Professional and business services,(D),(D),24462,23615,22041,21435,20174,16041,15196,13938,21203,20900
13189,"McDuffie, GA",60,"      Professional, scientific, and technical services",9153,(D),8445,8933,8410,7923,7686,8264,7993,9579,11053,10434
13189,"McDuffie, GA",64,      Management of companies and enterprises,(D),(D),8398,8245,7848,7311,7142,3708,3892,465,5438,5328
13189,"McDuffie, GA",65,      Administrative and support and waste management and remediation services,(D),(D),7619,6436,5784,6201,5346,4069,3311,3895,4712,5139
13189,"McDuffie, GA",68,"    Educational services, health care, and social assistance",41853,41658,43591,41554,37775,37408,34453,30123,29424,28880,26755,26525
13189,"McDuffie, GA",69,      Educational services,(D),(D),(D),(D),(D),(D),(D),521,(D),1070,(D),1312
13189,"McDuffie, GA",70,      Health care and social assistance,(D),(D),(D),(D),(D),(D),(D),29601,(D),27810,(D),25213
13189,"McDuffie, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",17458,15727,15175,15103,14969,14391,14590,15094,14369,13497,14388,15507
13189,"McDuffie, GA",76,"      Arts, entertainment, and recreation",1056,1087,1042,1041,1128,1096,1342,1355,1260,985,909,1121
13189,"McDuffie, GA",79,      Accommodation and food services,16403,14639,14134,14062,13841,13295,13247,13739,13109,12511,13478,14386
13189,"McDuffie, GA",82,    Other services (except government and government enterprises),15568,15311,15303,15758,15701,14520,14032,12823,12868,13401,14603,13966
13189,"McDuffie, GA",83,Government and government enterprises,102567,99636,90682,91229,89942,85117,89818,96728,99378,97500,92886,94866
13189,"McDuffie, GA",,Addenda:,,,,,,,,,,,,
13189,"McDuffie, GA",87,Natural resources and mining,35211,30748,32759,34242,30954,35938,31984,(D),40436,(D),36456,(D)
13189,"McDuffie, GA",88,Trade,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13189,"McDuffie, GA",89,Transportation and utilities,21566,20190,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13189,"McDuffie, GA",90,Manufacturing and information,185618,176692,171528,162872,152720,143967,138810,154423,151279,154617,146260,160202
13189,"McDuffie, GA",91,Private goods-producing industries 2/,230531,217512,212394,205365,189694,183216,177746,(D),199000,(D),187296,(D)
13189,"McDuffie, GA",92,Private services-providing industries 3/,359741,347016,334541,325315,315496,308481,296706,(D),283266,(D),290194,(D)
13191,"McIntosh, GA",1,All industry total,216710,208515,197583,191249,186003,181168,182359,180904,187498,185959,191352,202315
13191,"McIntosh, GA",2,  Private industries,170604,164085,154641,149160,144419,138194,139751,138753,145230,143355,152020,164672
13191,"McIntosh, GA",3,"    Agriculture, forestry, fishing and hunting",9244,(D),(D),(D),(D),10164,10240,10908,8631,7299,5755,6416
13191,"McIntosh, GA",6,"    Mining, quarrying, and oil and gas extraction",17,93,4,0,0,52,79,64,81,173,326,295
13191,"McIntosh, GA",10,    Utilities,(D),0,298,(D),158,148,151,232,283,273,196,221
13191,"McIntosh, GA",11,    Construction,6761,6349,7356,6608,4803,3910,4980,6858,8834,9077,9342,9761
13191,"McIntosh, GA",12,    Manufacturing,1311,(D),(D),(D),(D),1847,1938,2264,2659,3126,3205,3703
13191,"McIntosh, GA",13,      Durable goods manufacturing,86,78,(D),65,86,(D),(D),(D),(D),(D),(D),754
13191,"McIntosh, GA",25,      Nondurable goods manufacturing,1225,(D),1288,(D),(D),(D),(D),(D),(D),(D),(D),2950
13191,"McIntosh, GA",34,    Wholesale trade,6264,6122,3836,2526,3620,1841,1947,(D),1006,1128,1025,(D)
13191,"McIntosh, GA",35,    Retail trade,13976,12181,12397,13793,13523,12198,11248,12439,16485,18048,20186,23565
13191,"McIntosh, GA",36,    Transportation and warehousing,6321,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10738
13191,"McIntosh, GA",45,    Information,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13191,"McIntosh, GA",50,"    Finance, insurance, real estate, rental, and leasing",64114,61317,56581,53584,52155,48909,50637,51306,53412,56270,55964,59191
13191,"McIntosh, GA",51,      Finance and insurance,8048,8659,9135,8816,9564,7766,8309,8858,8305,7293,7917,7473
13191,"McIntosh, GA",56,      Real estate and rental and leasing,56066,52658,47445,44768,42591,41143,42328,42448,45106,48978,48047,51719
13191,"McIntosh, GA",59,    Professional and business services,21584,19787,(D),18038,(D),17242,16587,11704,11853,8459,14045,13183
13191,"McIntosh, GA",60,"      Professional, scientific, and technical services",3793,3446,3259,3180,3112,3008,2779,2397,2432,2443,2561,2308
13191,"McIntosh, GA",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13191,"McIntosh, GA",65,      Administrative and support and waste management and remediation services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13191,"McIntosh, GA",68,"    Educational services, health care, and social assistance",2547,2508,1998,2088,2139,2360,2093,1728,1698,1594,1624,1498
13191,"McIntosh, GA",69,      Educational services,6,5,6,9,40,34,39,0,12,10,29,22
13191,"McIntosh, GA",70,      Health care and social assistance,2541,2503,1992,2079,2099,2326,2054,1728,1686,1584,1595,1476
13191,"McIntosh, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",13837,13356,11941,12276,(D),(D),12336,10399,9680,9530,10478,11555
13191,"McIntosh, GA",76,"      Arts, entertainment, and recreation",(D),(D),(D),333,(D),(D),(D),(D),(D),(D),104,220
13191,"McIntosh, GA",79,      Accommodation and food services,(D),(D),(D),11943,(D),(D),(D),(D),(D),(D),10373,11336
13191,"McIntosh, GA",82,    Other services (except government and government enterprises),7854,7967,7983,8207,8254,7725,7786,7589,7607,6973,7076,6834
13191,"McIntosh, GA",83,Government and government enterprises,46106,44429,42942,42089,41584,42974,42608,42151,42267,42604,39332,37643
13191,"McIntosh, GA",,Addenda:,,,,,,,,,,,,
13191,"McIntosh, GA",87,Natural resources and mining,9261,(D),(D),(D),(D),10216,10320,10972,8712,7472,6081,6711
13191,"McIntosh, GA",88,Trade,20240,18302,16234,16319,17143,14039,13196,(D),17491,19176,21211,(D)
13191,"McIntosh, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10959
13191,"McIntosh, GA",90,Manufacturing and information,(D),18689,18165,18005,17048,(D),(D),(D),(D),(D),(D),(D)
13191,"McIntosh, GA",91,Private goods-producing industries 2/,17333,17677,19358,18415,16321,15974,17237,20093,20205,19675,18629,20175
13191,"McIntosh, GA",92,Private services-providing industries 3/,153271,146408,135283,130744,128097,122220,122513,118660,125025,123680,133391,144497
13193,"Macon, GA",1,All industry total,442258,437430,401644,430358,416802,402000,396079,375861,369425,366858,357174,344747
13193,"Macon, GA",2,  Private industries,384985,379969,348521,376612,364116,349929,344189,324260,317823,316747,308266,295226
13193,"Macon, GA",3,"    Agriculture, forestry, fishing and hunting",73341,83175,72277,87182,96193,89771,80676,60702,47954,46448,60888,54397
13193,"Macon, GA",6,"    Mining, quarrying, and oil and gas extraction",1105,1475,1102,1284,1642,1610,1423,1608,1452,615,1326,1598
13193,"Macon, GA",10,    Utilities,26155,27115,9841,24128,12617,12470,11897,12570,10561,10679,9118,10907
13193,"Macon, GA",11,    Construction,7071,9920,9074,12711,11613,8172,12389,8375,12455,8146,7416,7998
13193,"Macon, GA",12,    Manufacturing,116228,107493,110574,108096,104439,103351,107617,117572,125104,132495,106935,92594
13193,"Macon, GA",13,      Durable goods manufacturing,9128,8389,6609,5666,4834,4403,4019,3851,5123,5137,5914,5927
13193,"Macon, GA",25,      Nondurable goods manufacturing,107100,99104,103965,102430,99605,98948,103598,113722,119980,127357,101021,86668
13193,"Macon, GA",34,    Wholesale trade,15621,14281,14412,15790,14667,13110,12356,11480,9537,8292,9122,8406
13193,"Macon, GA",35,    Retail trade,11222,11060,10878,10750,10485,9695,9687,9499,9269,10670,11042,14078
13193,"Macon, GA",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",45,    Information,(D),(D),(D),(D),(D),(D),(D),(D),2012,2234,2341,2237
13193,"Macon, GA",50,"    Finance, insurance, real estate, rental, and leasing",76517,71842,67861,64696,61451,58617,59102,59953,60230,61376,59307,62829
13193,"Macon, GA",51,      Finance and insurance,11074,10868,11080,10910,10714,9144,8790,9654,9747,9272,9403,8244
13193,"Macon, GA",56,      Real estate and rental and leasing,65443,60974,56781,53786,50737,49473,50311,50299,50483,52105,49905,54585
13193,"Macon, GA",59,    Professional and business services,14520,12913,12655,12725,11745,10881,10723,7005,7086,3214,7791,7809
13193,"Macon, GA",60,"      Professional, scientific, and technical services",1092,1044,1691,1610,1263,1237,1607,1770,1607,1625,1781,(D)
13193,"Macon, GA",64,      Management of companies and enterprises,10295,9019,8396,8244,7847,7311,7142,3708,3892,465,5438,5328
13193,"Macon, GA",65,      Administrative and support and waste management and remediation services,3132,2850,2568,2871,2635,2333,1974,1528,1586,1125,572,(D)
13193,"Macon, GA",68,"    Educational services, health care, and social assistance",19525,19303,20687,18798,19102,21413,19594,17742,17685,18779,19733,19257
13193,"Macon, GA",69,      Educational services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",70,      Health care and social assistance,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",3349,3268,3320,3148,2886,2849,3018,2988,(D),(D),(D),(D)
13193,"Macon, GA",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",79,      Accommodation and food services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",82,    Other services (except government and government enterprises),6129,5551,5514,5981,6164,6103,6359,6566,6153,7201,7189,6568
13193,"Macon, GA",83,Government and government enterprises,57273,57462,53123,53746,52685,52071,51890,51601,51602,50112,48908,49521
13193,"Macon, GA",,Addenda:,,,,,,,,,,,,
13193,"Macon, GA",87,Natural resources and mining,74446,84650,73379,88466,97835,91381,82099,62310,49406,47063,62214,55994
13193,"Macon, GA",88,Trade,26843,25340,25291,26540,25151,22805,22044,20979,18807,18962,20164,22484
13193,"Macon, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13193,"Macon, GA",90,Manufacturing and information,(D),(D),(D),(D),(D),(D),(D),(D),127116,134728,109276,94831
13193,"Macon, GA",91,Private goods-producing industries 2/,197744,202063,193027,209273,213887,202904,202104,188257,186964,187703,176565,156587
13193,"Macon, GA",92,Private services-providing industries 3/,187241,177906,155494,167339,150230,147024,142085,136002,130859,129044,131701,138639
13195,"Madison, GA",1,All industry total,506022,475697,429594,443988,436533,410724,387582,339512,354720,355378,376639,379858
13195,"Madison, GA",2,  Private industries,420550,393486,348484,363517,358086,333233,311075,264462,280788,284001,308967,312966
13195,"Madison, GA",3,"    Agriculture, forestry, fishing and hunting",96740,94332,66337,89882,90954,70744,42439,6240,22533,35873,46774,23088
13195,"Madison, GA",6,"    Mining, quarrying, and oil and gas extraction",4852,4403,2366,3153,4413,4508,956,971,1285,1232,1537,1409
13195,"Madison, GA",10,    Utilities,4067,3694,3817,3404,3338,3336,3105,3300,3284,3467,3249,3035
13195,"Madison, GA",11,    Construction,38351,31206,28606,27711,27562,28830,38217,36530,38899,32255,30435,41940
13195,"Madison, GA",12,    Manufacturing,26292,24591,23950,22701,20222,20119,18807,19401,19637,17652,26203,33612
13195,"Madison, GA",13,      Durable goods manufacturing,15539,14547,13860,12881,12335,14921,13812,13725,14497,12924,21892,29907
13195,"Madison, GA",25,      Nondurable goods manufacturing,10754,10043,10090,9820,7887,5199,4994,5676,5140,4729,4311,3705
13195,"Madison, GA",34,    Wholesale trade,6300,(D),5985,6309,6375,6461,(D),(D),5335,(D),5989,(D)
13195,"Madison, GA",35,    Retail trade,22333,21485,21180,20632,20533,19921,19591,19067,19762,19798,20365,20754
13195,"Madison, GA",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D),12466,(D),(D),(D),(D),(D)
13195,"Madison, GA",45,    Information,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13195,"Madison, GA",50,"    Finance, insurance, real estate, rental, and leasing",139497,132500,125509,118665,117576,115862,114217,111627,107104,111116,111481,120858
13195,"Madison, GA",51,      Finance and insurance,23401,22292,22391,21021,23370,24567,23673,21109,18668,18830,20511,16651
13195,"Madison, GA",56,      Real estate and rental and leasing,116096,110209,103118,97645,94206,91295,90544,90518,88436,92286,90970,104207
13195,"Madison, GA",59,    Professional and business services,27573,24565,22128,24382,23626,22125,21462,18434,20111,17704,22562,20788
13195,"Madison, GA",60,"      Professional, scientific, and technical services",7480,(D),(D),(D),(D),(D),(D),5273,6853,8060,8154,6685
13195,"Madison, GA",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),5165,5850,2304,7632,8003
13195,"Madison, GA",65,      Administrative and support and waste management and remediation services,(D),(D),(D),7934,8528,8128,7772,7996,7408,7340,6776,6100
13195,"Madison, GA",68,"    Educational services, health care, and social assistance",15371,12941,11749,10052,9794,9629,10004,9730,9284,9193,9374,8586
13195,"Madison, GA",69,      Educational services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),522
13195,"Madison, GA",70,      Health care and social assistance,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),8064
13195,"Madison, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",3727,3660,3439,3355,3369,3616,3479,3272,3235,3565,3306,3206
13195,"Madison, GA",76,"      Arts, entertainment, and recreation",(D),(D),(D),149,(D),(D),(D),(D),(D),536,546,640
13195,"Madison, GA",79,      Accommodation and food services,(D),(D),(D),3206,(D),(D),(D),(D),(D),3029,2760,2565
13195,"Madison, GA",82,    Other services (except government and government enterprises),19539,18657,18461,18241,17712,17347,17999,17722,17760,16365,16344,17508
13195,"Madison, GA",83,Government and government enterprises,85471,82211,81109,80471,78447,77491,76507,75050,73931,71377,67673,66892
13195,"Madison, GA",,Addenda:,,,,,,,,,,,,
13195,"Madison, GA",87,Natural resources and mining,101592,98734,68703,93035,95367,75252,43395,7211,23818,37104,48311,24497
13195,"Madison, GA",88,Trade,28633,(D),27165,26942,26909,26382,(D),(D),25097,(D),26354,(D)
13195,"Madison, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),15571,(D),(D),(D),(D),(D)
13195,"Madison, GA",90,Manufacturing and information,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13195,"Madison, GA",91,Private goods-producing industries 2/,166235,154530,121259,143447,143152,124201,100419,63143,82354,87011,104948,100049
13195,"Madison, GA",92,Private services-providing industries 3/,254315,238956,227225,220070,214934,209032,210656,201320,198435,196990,204018,212918
13197,"Marion, GA",1,All industry total,141910,138946,128513,135173,141771,142319,136101,124502,129204,129957,138232,139737
13197,"Marion, GA",2,  Private industries,119010,115937,106034,112343,118884,119637,113368,102004,106550,107231,116326,116562
13197,"Marion, GA",3,"    Agriculture, forestry, fishing and hunting",15529,18027,15767,20519,18387,19112,16897,8259,9021,12631,18050,12477
13197,"Marion, GA",6,"    Mining, quarrying, and oil and gas extraction",11484,10722,8828,7737,7667,7696,7941,7758,8432,8205,8350,8140
13197,"Marion, GA",10,    Utilities,0,0,(D),102,104,(D),82,98,123,130,119,120
13197,"Marion, GA",11,    Construction,(D),2011,2740,3862,2212,1833,1916,3076,4332,2264,3238,4645
13197,"Marion, GA",12,    Manufacturing,(D),22313,20192,22341,32475,35433,34728,32693,35095,38188,34944,36523
13197,"Marion, GA",13,      Durable goods manufacturing,18552,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",25,      Nondurable goods manufacturing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",34,    Wholesale trade,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",35,    Retail trade,6947,5680,5473,5838,5475,6035,5876,6114,5716,5083,4804,4130
13197,"Marion, GA",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",45,    Information,(D),(D),(D),1774,1581,1546,1534,1704,1410,1178,(D),(D)
13197,"Marion, GA",50,"    Finance, insurance, real estate, rental, and leasing",32771,29963,28611,27495,29637,27838,25013,25986,25756,26256,27686,31970
13197,"Marion, GA",51,      Finance and insurance,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",56,      Real estate and rental and leasing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",59,    Professional and business services,13490,12186,10783,10423,9968,9241,8819,5224,5600,2259,6958,6522
13197,"Marion, GA",60,"      Professional, scientific, and technical services",1097,971,(D),(D),(D),(D),400,382,376,(D),(D),(D)
13197,"Marion, GA",64,      Management of companies and enterprises,10298,9020,8398,8245,7848,7311,7142,3708,3892,465,5438,5328
13197,"Marion, GA",65,      Administrative and support and waste management and remediation services,2095,2195,(D),(D),(D),(D),1276,1135,1332,(D),(D),(D)
13197,"Marion, GA",68,"    Educational services, health care, and social assistance",4736,5029,4692,4532,4441,3797,3716,3699,3979,3897,4181,4488
13197,"Marion, GA",69,      Educational services,(D),(D),(D),8,40,48,72,62,59,27,58,61
13197,"Marion, GA",70,      Health care and social assistance,(D),(D),(D),4524,4401,3749,3644,3637,3920,3870,4123,4427
13197,"Marion, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",2501,2563,2471,2532,2315,2174,2171,2491,2374,2510,2395,2063
13197,"Marion, GA",76,"      Arts, entertainment, and recreation",0,0,18,30,19,19,40,28,(D),(D),(D),7
13197,"Marion, GA",79,      Accommodation and food services,2501,2563,2453,2502,2296,2155,2131,2463,(D),(D),(D),2056
13197,"Marion, GA",82,    Other services (except government and government enterprises),3147,3106,(D),(D),(D),(D),(D),(D),(D),3308,3224,(D)
13197,"Marion, GA",83,Government and government enterprises,22900,23009,22480,22830,22887,22681,22732,22497,22653,22725,21907,23175
13197,"Marion, GA",,Addenda:,,,,,,,,,,,,
13197,"Marion, GA",87,Natural resources and mining,27012,28749,24596,28256,26055,26808,24838,16017,17453,20836,26401,20617
13197,"Marion, GA",88,Trade,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13197,"Marion, GA",90,Manufacturing and information,23642,(D),(D),24116,34056,36980,36262,34396,36505,39367,(D),(D)
13197,"Marion, GA",91,Private goods-producing industries 2/,50875,53073,47528,54459,60742,64074,61482,51785,56880,61289,64583,61785
13197,"Marion, GA",92,Private services-providing industries 3/,68136,62864,58506,57884,58142,55563,51886,50219,49670,45943,51743,54777
13199,"Meriwether, GA",1,All industry total,567335,532111,511514,485079,475897,474215,473507,458220,445711,415436,400447,398793
13199,"Meriwether, GA",2,  Private industries,481545,444856,423738,395367,381923,372352,367765,358117,347094,319773,306961,302821
13199,"Meriwether, GA",3,"    Agriculture, forestry, fishing and hunting",12328,10818,11712,16964,12291,13523,13700,14043,13571,9200,8533,11269
13199,"Meriwether, GA",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0
13199,"Meriwether, GA",10,    Utilities,4087,3689,4039,3564,3370,3199,2727,3254,2701,4009,3312,3332
13199,"Meriwether, GA",11,    Construction,43044,36161,36163,27098,23500,22360,30782,29167,38759,35730,29301,30237
13199,"Meriwether, GA",12,    Manufacturing,129045,115899,101386,75386,78251,83194,81386,74174,66045,53293,50173,52209
