,NAICS2,TopSector,NAICS4,MedSector,NAICS6,BotSector
939,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522210,Credit Card Issuing
940,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522220,Sales Financing
941,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522291,Consumer Lending
942,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522292,Real Estate Credit
943,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522293,International Trade Financing
944,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522294,Secondary Market Financing
945,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522298,All Other Nondepository Credit Intermediation
946,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522310,Mortgage and Nonmortgage Loan Brokers
947,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
948,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522390,Other Activities Related to Credit Intermediation
949,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523110,Investment Banking and Securities Dealing
950,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523120,Securities Brokerage
951,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523130,Commodity Contracts Dealing
952,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523140,Commodity Contracts Brokerage
953,52,Finance and Insurance,5232,Securities and Commodity Exchanges,523210,Securities and Commodity Exchanges
954,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation
955,52,Finance and Insurance,5239,Other Financial Investment Activities,523920,Portfolio Management
956,52,Finance and Insurance,5239,Other Financial Investment Activities,523930,Investment Advice
957,52,Finance and Insurance,5239,Other Financial Investment Activities,523991,"Trust, Fiduciary, and Custody Activities"
958,52,Finance and Insurance,5239,Other Financial Investment Activities,523999,Miscellaneous Financial Investment Activities
959,52,Finance and Insurance,5241,Insurance Carriers,524113,Direct Life Insurance Carriers
960,52,Finance and Insurance,5241,Insurance Carriers,524114,Direct Health and Medical Insurance Carriers
961,52,Finance and Insurance,5241,Insurance Carriers,524126,Direct Property and Casualty Insurance Carriers
962,52,Finance and Insurance,5241,Insurance Carriers,524127,Direct Title Insurance Carriers
963,52,Finance and Insurance,5241,Insurance Carriers,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
964,52,Finance and Insurance,5241,Insurance Carriers,524130,Reinsurance Carriers
965,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524210,Insurance Agencies and Brokerages
966,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524291,Claims Adjusting
967,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524292,Third Party Administration of Insurance and Pension Funds
968,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524298,All Other Insurance Related Activities
969,52,Finance and Insurance,5251,Insurance and Employee Benefit Funds,525110,Pension Funds
970,52,Finance and Insurance,5251,Insurance and Employee Benefit Funds,525120,Health and Welfare Funds
971,52,Finance and Insurance,5251,Insurance and Employee Benefit Funds,525190,Other Insurance Funds
972,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds
973,52,Finance and Insurance,5259,Other Investment Pools and Funds,525920,"Trusts, Estates, and Agency Accounts"
974,52,Finance and Insurance,5259,Other Investment Pools and Funds,525930,Real Estate Investment Trusts
975,52,Finance and Insurance,5259,Other Investment Pools and Funds,525990,Other Financial Vehicles
976,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings
977,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
978,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531130,Lessors of Miniwarehouses and Self-Storage Units
979,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531190,Lessors of Other Real Estate Property
980,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers
981,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531311,Residential Property Managers
982,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531312,Nonresidential Property Managers
983,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531320,Offices of Real Estate Appraisers
984,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531390,Other Activities Related to Real Estate
985,53,Real Estate and Rental and Leasing,5321,Automotive Equipment Rental and Leasing,532111,Passenger Car Rental
986,53,Real Estate and Rental and Leasing,5321,Automotive Equipment Rental and Leasing,532112,Passenger Car Leasing
987,53,Real Estate and Rental and Leasing,5321,Automotive Equipment Rental and Leasing,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
988,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532210,Consumer Electronics and Appliances Rental
989,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532220,Formal Wear and Costume Rental
990,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532230,Video Tape and Disc Rental
991,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532281,Formal Wear and Costume Rental
992,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532282,Video Tape and Disc Rental
993,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532283,Home Health Equipment Rental
994,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532284,Recreational Goods Rental
995,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532289,All Other Consumer Goods Rental
996,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532291,Home Health Equipment Rental
997,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532292,Recreational Goods Rental
998,53,Real Estate and Rental and Leasing,5322,Consumer Goods Rental,532299,All Other Consumer Goods Rental
999,53,Real Estate and Rental and Leasing,5323,General Rental Centers,532310,General Rental Centers
1000,53,Real Estate and Rental and Leasing,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1001,53,Real Estate and Rental and Leasing,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1002,53,Real Estate and Rental and Leasing,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,532420,Office Machinery and Equipment Rental and Leasing
1003,53,Real Estate and Rental and Leasing,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1004,53,Real Estate and Rental and Leasing,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1005,54,"Professional, Scientific, and Technical Services",5411,Legal Services,541110,Offices of Lawyers
1006,54,"Professional, Scientific, and Technical Services",5411,Legal Services,541120,Offices of Notaries
1007,54,"Professional, Scientific, and Technical Services",5411,Legal Services,541191,Title Abstract and Settlement Offices
1008,54,"Professional, Scientific, and Technical Services",5411,Legal Services,541199,All Other Legal Services
1009,54,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541211,Offices of Certified Public Accountants
1010,54,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541213,Tax Preparation Services
1011,54,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541214,Payroll Services
1012,54,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541219,Other Accounting Services
1013,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541310,Architectural Services
1014,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541320,Landscape Architectural Services
1015,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services
1016,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541340,Drafting Services
1017,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541350,Building Inspection Services
1018,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541360,Geophysical Surveying and Mapping Services
1019,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541370,Surveying and Mapping (except Geophysical) Services
1020,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541380,Testing Laboratories
1021,54,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,541410,Interior Design Services
1022,54,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,541420,Industrial Design Services
1023,54,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,541430,Graphic Design Services
1024,54,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,541490,Other Specialized Design Services
1025,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services
1026,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services
1027,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541513,Computer Facilities Management Services
1028,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541519,Other Computer Related Services
1029,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541611,Administrative Management and General Management Consulting Services
1030,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541612,Human Resources Consulting Services
1031,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541613,Marketing Consulting Services
1032,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services"
1033,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541618,Other Management Consulting Services
1034,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541620,Environmental Consulting Services
1035,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541690,Other Scientific and Technical Consulting Services
1036,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541710,"Research and Development in the Physical, Engineering, and Life Sciences"
1037,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541711,Research and Development in Biotechnology
1038,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
1039,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541713,Research and Development in Nanotechnology
1040,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1041,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
1042,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541720,Research and Development in the Social Sciences and Humanities
1043,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541810,Advertising Agencies
1044,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541820,Public Relations Agencies
1045,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541830,Media Buying Agencies
1046,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541840,Media Representatives
1047,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541850,Outdoor Advertising
1048,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541860,Direct Mail Advertising
1049,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541870,Advertising Material Distribution Services
1050,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541890,Other Services Related to Advertising
1051,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541910,Marketing Research and Public Opinion Polling
1052,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541921,"Photography Studios, Portrait"
1053,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541922,Commercial Photography
1054,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541930,Translation and Interpretation Services
1055,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541940,Veterinary Services
1056,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541990,"All Other Professional, Scientific, and Technical Services"
1057,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551111,Offices of Bank Holding Companies
1058,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies
1059,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1060,56,Administrative and Support and Waste Management and Remediation Services,5611,Office Administrative Services,561110,Office Administrative Services
1061,56,Administrative and Support and Waste Management and Remediation Services,5612,Facilities Support Services,561210,Facilities Support Services
1062,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561310,Employment Placement Agencies
1063,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561311,Employment Placement Agencies
1064,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561312,Executive Search Services
1065,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561320,Temporary Help Services
1066,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561330,Professional Employer Organizations
1067,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561410,Document Preparation Services
1068,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561421,Telephone Answering Services
1069,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561422,Telemarketing Bureaus and Other Contact Centers
1070,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561431,Private Mail Centers
1071,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561439,Other Business Service Centers (including Copy Shops)
1072,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561440,Collection Agencies
1073,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561450,Credit Bureaus
1074,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561491,Repossession Services
1075,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561492,Court Reporting and Stenotype Services
1076,56,Administrative and Support and Waste Management and Remediation Services,5614,Business Support Services,561499,All Other Business Support Services
1077,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561510,Travel Agencies
1078,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561520,Tour Operators
1079,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561591,Convention and Visitors Bureaus
1080,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561599,All Other Travel Arrangement and Reservation Services
1081,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561611,Investigation Services
1082,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561612,Security Guards and Patrol Services
1083,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561613,Armored Car Services
1084,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561621,Security Systems Services (except Locksmiths)
1085,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561622,Locksmiths
1086,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561710,Exterminating and Pest Control Services
1087,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561720,Janitorial Services
1088,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561730,Landscaping Services
1089,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561740,Carpet and Upholstery Cleaning Services
1090,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561790,Other Services to Buildings and Dwellings
1091,56,Administrative and Support and Waste Management and Remediation Services,5619,Other Support Services,561910,Packaging and Labeling Services
1092,56,Administrative and Support and Waste Management and Remediation Services,5619,Other Support Services,561920,Convention and Trade Show Organizers
1093,56,Administrative and Support and Waste Management and Remediation Services,5619,Other Support Services,561990,All Other Support Services
1094,56,Administrative and Support and Waste Management and Remediation Services,5621,Waste Collection,562111,Solid Waste Collection
1095,56,Administrative and Support and Waste Management and Remediation Services,5621,Waste Collection,562112,Hazardous Waste Collection
1096,56,Administrative and Support and Waste Management and Remediation Services,5621,Waste Collection,562119,Other Waste Collection
1097,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562211,Hazardous Waste Treatment and Disposal
1098,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562212,Solid Waste Landfill
1099,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562213,Solid Waste Combustors and Incinerators
1100,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562219,Other Nonhazardous Waste Treatment and Disposal
1101,56,Administrative and Support and Waste Management and Remediation Services,5629,Remediation and Other Waste Management Services,562910,Remediation Services
1102,56,Administrative and Support and Waste Management and Remediation Services,5629,Remediation and Other Waste Management Services,562920,Materials Recovery Facilities
1103,56,Administrative and Support and Waste Management and Remediation Services,5629,Remediation and Other Waste Management Services,562991,Septic Tank and Related Services
1104,56,Administrative and Support and Waste Management and Remediation Services,5629,Remediation and Other Waste Management Services,562998,All Other Miscellaneous Waste Management Services
1105,61,Educational Services,6111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools
1106,61,Educational Services,6112,Junior Colleges,611210,Junior Colleges
1107,61,Educational Services,6113,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools"
1108,61,Educational Services,6114,Business Schools and Computer and Management Training,611410,Business and Secretarial Schools
1109,61,Educational Services,6114,Business Schools and Computer and Management Training,611420,Computer Training
1110,61,Educational Services,6114,Business Schools and Computer and Management Training,611430,Professional and Management Development Training
1111,61,Educational Services,6115,Technical and Trade Schools,611511,Cosmetology and Barber Schools
1112,61,Educational Services,6115,Technical and Trade Schools,611512,Flight Training
1113,61,Educational Services,6115,Technical and Trade Schools,611513,Apprenticeship Training
1114,61,Educational Services,6115,Technical and Trade Schools,611519,Other Technical and Trade Schools
1115,61,Educational Services,6116,Other Schools and Instruction,611610,Fine Arts Schools
1116,61,Educational Services,6116,Other Schools and Instruction,611620,Sports and Recreation Instruction
1117,61,Educational Services,6116,Other Schools and Instruction,611630,Language Schools
1118,61,Educational Services,6116,Other Schools and Instruction,611691,Exam Preparation and Tutoring
1119,61,Educational Services,6116,Other Schools and Instruction,611692,Automobile Driving Schools
1120,61,Educational Services,6116,Other Schools and Instruction,611699,All Other Miscellaneous Schools and Instruction
1121,61,Educational Services,6117,Educational Support Services,611710,Educational Support Services
1122,62,Health Care and Social Assistance,6211,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists)
1123,62,Health Care and Social Assistance,6211,Offices of Physicians,621112,"Offices of Physicians, Mental Health Specialists"
1124,62,Health Care and Social Assistance,6212,Offices of Dentists,621210,Offices of Dentists
1125,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621310,Offices of Chiropractors
1126,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621320,Offices of Optometrists
1127,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621330,Offices of Mental Health Practitioners (except Physicians)
1128,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1129,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621391,Offices of Podiatrists
1130,62,Health Care and Social Assistance,6213,Offices of Other Health Practitioners,621399,Offices of All Other Miscellaneous Health Practitioners
1131,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621410,Family Planning Centers
1132,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621420,Outpatient Mental Health and Substance Abuse Centers
1133,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621491,HMO Medical Centers
1134,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621492,Kidney Dialysis Centers
1135,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621493,Freestanding Ambulatory Surgical and Emergency Centers
1136,62,Health Care and Social Assistance,6214,Outpatient Care Centers,621498,All Other Outpatient Care Centers
1137,62,Health Care and Social Assistance,6215,Medical and Diagnostic Laboratories,621511,Medical Laboratories
1138,62,Health Care and Social Assistance,6215,Medical and Diagnostic Laboratories,621512,Diagnostic Imaging Centers
1139,62,Health Care and Social Assistance,6216,Home Health Care Services,621610,Home Health Care Services
1140,62,Health Care and Social Assistance,6219,Other Ambulatory Health Care Services,621910,Ambulance Services
1141,62,Health Care and Social Assistance,6219,Other Ambulatory Health Care Services,621991,Blood and Organ Banks
1142,62,Health Care and Social Assistance,6219,Other Ambulatory Health Care Services,621999,All Other Miscellaneous Ambulatory Health Care Services
1143,62,Health Care and Social Assistance,6221,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals
1144,62,Health Care and Social Assistance,6222,Psychiatric and Substance Abuse Hospitals,622210,Psychiatric and Substance Abuse Hospitals
1145,62,Health Care and Social Assistance,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
1146,62,Health Care and Social Assistance,6231,Nursing Care Facilities (Skilled Nursing Facilities),623110,Nursing Care Facilities (Skilled Nursing Facilities)
1147,62,Health Care and Social Assistance,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",623210,Residential Intellectual and Developmental Disability Facilities
1148,62,Health Care and Social Assistance,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",623220,Residential Mental Health and Substance Abuse Facilities
1149,62,Health Care and Social Assistance,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623311,Continuing Care Retirement Communities
1150,62,Health Care and Social Assistance,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly
1151,62,Health Care and Social Assistance,6239,Other Residential Care Facilities,623990,Other Residential Care Facilities
1152,62,Health Care and Social Assistance,6241,Individual and Family Services,624110,Child and Youth Services
1153,62,Health Care and Social Assistance,6241,Individual and Family Services,624120,Services for the Elderly and Persons with Disabilities
1154,62,Health Care and Social Assistance,6241,Individual and Family Services,624190,Other Individual and Family Services
1155,62,Health Care and Social Assistance,6242,"Community Food and Housing, and Emergency and Other Relief Services",624210,Community Food Services
1156,62,Health Care and Social Assistance,6242,"Community Food and Housing, and Emergency and Other Relief Services",624221,Temporary Shelters
1157,62,Health Care and Social Assistance,6242,"Community Food and Housing, and Emergency and Other Relief Services",624229,Other Community Housing Services
1158,62,Health Care and Social Assistance,6242,"Community Food and Housing, and Emergency and Other Relief Services",624230,Emergency and Other Relief Services
1159,62,Health Care and Social Assistance,6243,Vocational Rehabilitation Services,624310,Vocational Rehabilitation Services
1160,62,Health Care and Social Assistance,6244,Child Day Care Services,624410,Child Day Care Services
1161,71,"Arts, Entertainment, and Recreation",7111,Performing Arts Companies,711110,Theater Companies and Dinner Theaters
1162,71,"Arts, Entertainment, and Recreation",7111,Performing Arts Companies,711120,Dance Companies
1163,71,"Arts, Entertainment, and Recreation",7111,Performing Arts Companies,711130,Musical Groups and Artists
1164,71,"Arts, Entertainment, and Recreation",7111,Performing Arts Companies,711190,Other Performing Arts Companies
1165,71,"Arts, Entertainment, and Recreation",7112,Spectator Sports,711211,Sports Teams and Clubs
1166,71,"Arts, Entertainment, and Recreation",7112,Spectator Sports,711212,Racetracks
1167,71,"Arts, Entertainment, and Recreation",7112,Spectator Sports,711219,Other Spectator Sports
1168,71,"Arts, Entertainment, and Recreation",7113,"Promoters of Performing Arts, Sports, and Similar Events",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1169,71,"Arts, Entertainment, and Recreation",7113,"Promoters of Performing Arts, Sports, and Similar Events",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1170,71,"Arts, Entertainment, and Recreation",7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1171,71,"Arts, Entertainment, and Recreation",7115,"Independent Artists, Writers, and Performers",711510,"Independent Artists, Writers, and Performers"
1172,71,"Arts, Entertainment, and Recreation",7121,"Museums, Historical Sites, and Similar Institutions",712110,Museums
1173,71,"Arts, Entertainment, and Recreation",7121,"Museums, Historical Sites, and Similar Institutions",712120,Historical Sites
1174,71,"Arts, Entertainment, and Recreation",7121,"Museums, Historical Sites, and Similar Institutions",712130,Zoos and Botanical Gardens
1175,71,"Arts, Entertainment, and Recreation",7121,"Museums, Historical Sites, and Similar Institutions",712190,Nature Parks and Other Similar Institutions
1176,71,"Arts, Entertainment, and Recreation",7131,Amusement Parks and Arcades,713110,Amusement and Theme Parks
1177,71,"Arts, Entertainment, and Recreation",7131,Amusement Parks and Arcades,713120,Amusement Arcades
1178,71,"Arts, Entertainment, and Recreation",7132,Gambling Industries,713210,Casinos (except Casino Hotels)
1179,71,"Arts, Entertainment, and Recreation",7132,Gambling Industries,713290,Other Gambling Industries
1180,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713910,Golf Courses and Country Clubs
1181,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713920,Skiing Facilities
1182,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713930,Marinas
1183,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713940,Fitness and Recreational Sports Centers
1184,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713950,Bowling Centers
1185,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713990,All Other Amusement and Recreation Industries
1186,72,Accommodation and Food Services,7211,Traveler Accommodation,721110,Hotels (except Casino Hotels) and Motels
1187,72,Accommodation and Food Services,7211,Traveler Accommodation,721120,Casino Hotels
1188,72,Accommodation and Food Services,7211,Traveler Accommodation,721191,Bed-and-Breakfast Inns
1189,72,Accommodation and Food Services,7211,Traveler Accommodation,721199,All Other Traveler Accommodation
1190,72,Accommodation and Food Services,7212,RV (Recreational Vehicle) Parks and Recreational Camps,721211,RV (Recreational Vehicle) Parks and Campgrounds
1191,72,Accommodation and Food Services,7212,RV (Recreational Vehicle) Parks and Recreational Camps,721214,Recreational and Vacation Camps (except Campgrounds)
1192,72,Accommodation and Food Services,7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
1193,72,Accommodation and Food Services,7221,Full-Service Restaurants,722110,Full-Service Restaurants
1194,72,Accommodation and Food Services,7222,Limited-Service Eating Places,722211,Limited-Service Restaurants
1195,72,Accommodation and Food Services,7222,Limited-Service Eating Places,722212,"Cafeterias, Grill Buffets, and Buffets"
1196,72,Accommodation and Food Services,7222,Limited-Service Eating Places,722213,Snack and Nonalcoholic Beverage Bars
1197,72,Accommodation and Food Services,7223,Special Food Services,722310,Food Service Contractors
1198,72,Accommodation and Food Services,7223,Special Food Services,722320,Caterers
