,NAICS2,TopSector,NAICS4,MedSector,NAICS6,BotSector
669,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339941,Pen and Mechanical Pencil Manufacturing
670,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339942,Lead Pencil and Art Good Manufacturing
671,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339943,Marking Device Manufacturing
672,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339944,Carbon Paper and Inked Ribbon Manufacturing
673,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339950,Sign Manufacturing
674,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339991,"Gasket, Packing, and Sealing Device Manufacturing"
675,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339992,Musical Instrument Manufacturing
676,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339993,"Fastener, Button, Needle, and Pin Manufacturing"
677,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339994,"Broom, Brush, and Mop Manufacturing"
678,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339995,Burial Casket Manufacturing
679,33,Manufacturing,3399,Other Miscellaneous Manufacturing,339999,All Other Miscellaneous Manufacturing
680,42,Wholesale Trade,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423110,Automobile and Other Motor Vehicle Merchant Wholesalers
681,42,Wholesale Trade,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers
682,42,Wholesale Trade,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423130,Tire and Tube Merchant Wholesalers
683,42,Wholesale Trade,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423140,Motor Vehicle Parts (Used) Merchant Wholesalers
684,42,Wholesale Trade,4232,Furniture and Home Furnishing Merchant Wholesalers,423210,Furniture Merchant Wholesalers
685,42,Wholesale Trade,4232,Furniture and Home Furnishing Merchant Wholesalers,423220,Home Furnishing Merchant Wholesalers
686,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
687,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
688,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
689,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423390,Other Construction Material Merchant Wholesalers
690,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423410,Photographic Equipment and Supplies Merchant Wholesalers
691,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423420,Office Equipment Merchant Wholesalers
692,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
693,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423440,Other Commercial Equipment Merchant Wholesalers
694,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
695,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423460,Ophthalmic Goods Merchant Wholesalers
696,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423490,Other Professional Equipment and Supplies Merchant Wholesalers
697,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423510,Metal Service Centers and Other Metal Merchant Wholesalers
698,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423520,Coal and Other Mineral and Ore Merchant Wholesalers
699,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
700,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
701,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423690,Other Electronic Parts and Equipment Merchant Wholesalers
702,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423710,Hardware Merchant Wholesalers
703,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
704,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
705,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423740,Refrigeration Equipment and Supplies Merchant Wholesalers
706,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
707,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
708,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423830,Industrial Machinery and Equipment Merchant Wholesalers
709,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423840,Industrial Supplies Merchant Wholesalers
710,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423850,Service Establishment Equipment and Supplies Merchant Wholesalers
711,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
712,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
713,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers
714,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423930,Recyclable Material Merchant Wholesalers
715,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
716,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423990,Other Miscellaneous Durable Goods Merchant Wholesalers
717,42,Wholesale Trade,4241,Paper and Paper Product Merchant Wholesalers,424110,Printing and Writing Paper Merchant Wholesalers
718,42,Wholesale Trade,4241,Paper and Paper Product Merchant Wholesalers,424120,Stationery and Office Supplies Merchant Wholesalers
719,42,Wholesale Trade,4241,Paper and Paper Product Merchant Wholesalers,424130,Industrial and Personal Service Paper Merchant Wholesalers
720,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers
721,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
722,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
723,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
724,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424340,Footwear Merchant Wholesalers
725,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424410,General Line Grocery Merchant Wholesalers
726,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424420,Packaged Frozen Food Merchant Wholesalers
727,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers
728,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424440,Poultry and Poultry Product Merchant Wholesalers
729,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424450,Confectionery Merchant Wholesalers
730,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424460,Fish and Seafood Merchant Wholesalers
731,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424470,Meat and Meat Product Merchant Wholesalers
732,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424480,Fresh Fruit and Vegetable Merchant Wholesalers
733,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424490,Other Grocery and Related Products Merchant Wholesalers
734,42,Wholesale Trade,4245,Farm Product Raw Material Merchant Wholesalers,424510,Grain and Field Bean Merchant Wholesalers
735,42,Wholesale Trade,4245,Farm Product Raw Material Merchant Wholesalers,424520,Livestock Merchant Wholesalers
736,42,Wholesale Trade,4245,Farm Product Raw Material Merchant Wholesalers,424590,Other Farm Product Raw Material Merchant Wholesalers
737,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
738,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424690,Other Chemical and Allied Products Merchant Wholesalers
739,42,Wholesale Trade,4247,Petroleum and Petroleum Products Merchant Wholesalers,424710,Petroleum Bulk Stations and Terminals
740,42,Wholesale Trade,4247,Petroleum and Petroleum Products Merchant Wholesalers,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
741,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424810,Beer and Ale Merchant Wholesalers
742,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
743,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424910,Farm Supplies Merchant Wholesalers
744,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424920,"Book, Periodical, and Newspaper Merchant Wholesalers"
745,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
746,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424940,Tobacco and Tobacco Product Merchant Wholesalers
747,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
748,42,Wholesale Trade,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
749,42,Wholesale Trade,4251,Wholesale Electronic Markets and Agents and Brokers,425110,Business to Business Electronic Markets
750,42,Wholesale Trade,4251,Wholesale Electronic Markets and Agents and Brokers,425120,Wholesale Trade Agents and Brokers
751,44,Retail Trade,4411,Automobile Dealers,441110,New Car Dealers
752,44,Retail Trade,4411,Automobile Dealers,441120,Used Car Dealers
753,44,Retail Trade,4412,Other Motor Vehicle Dealers,441210,Recreational Vehicle Dealers
754,44,Retail Trade,4412,Other Motor Vehicle Dealers,441221,"Motorcycle, ATV, and Personal Watercraft Dealers"
755,44,Retail Trade,4412,Other Motor Vehicle Dealers,441222,Boat Dealers
756,44,Retail Trade,4412,Other Motor Vehicle Dealers,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
757,44,Retail Trade,4412,Other Motor Vehicle Dealers,441229,All Other Motor Vehicle Dealers
758,44,Retail Trade,4413,"Automotive Parts, Accessories, and Tire Stores",441310,Automotive Parts and Accessories Stores
759,44,Retail Trade,4413,"Automotive Parts, Accessories, and Tire Stores",441320,Tire Dealers
760,44,Retail Trade,4421,Furniture Stores,442110,Furniture Stores
761,44,Retail Trade,4422,Home Furnishings Stores,442210,Floor Covering Stores
762,44,Retail Trade,4422,Home Furnishings Stores,442291,Window Treatment Stores
763,44,Retail Trade,4422,Home Furnishings Stores,442299,All Other Home Furnishings Stores
764,44,Retail Trade,4431,Electronics and Appliance Stores,443111,Household Appliance Stores
765,44,Retail Trade,4431,Electronics and Appliance Stores,443112,"Radio, Television, and Other Electronics Stores"
766,44,Retail Trade,4431,Electronics and Appliance Stores,443120,Computer and Software Stores
767,44,Retail Trade,4431,Electronics and Appliance Stores,443130,Camera and Photographic Supplies Stores
768,44,Retail Trade,4431,Electronics and Appliance Stores,443141,Household Appliance Stores
769,44,Retail Trade,4431,Electronics and Appliance Stores,443142,Electronics Stores
770,44,Retail Trade,4441,Building Material and Supplies Dealers,444110,Home Centers
771,44,Retail Trade,4441,Building Material and Supplies Dealers,444120,Paint and Wallpaper Stores
772,44,Retail Trade,4441,Building Material and Supplies Dealers,444130,Hardware Stores
773,44,Retail Trade,4441,Building Material and Supplies Dealers,444190,Other Building Material Dealers
774,44,Retail Trade,4442,Lawn and Garden Equipment and Supplies Stores,444210,Outdoor Power Equipment Stores
775,44,Retail Trade,4442,Lawn and Garden Equipment and Supplies Stores,444220,"Nursery, Garden Center, and Farm Supply Stores"
776,44,Retail Trade,4451,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores
777,44,Retail Trade,4451,Grocery Stores,445120,Convenience Stores
778,44,Retail Trade,4452,Specialty Food Stores,445210,Meat Markets
779,44,Retail Trade,4452,Specialty Food Stores,445220,Fish and Seafood Markets
780,44,Retail Trade,4452,Specialty Food Stores,445230,Fruit and Vegetable Markets
781,44,Retail Trade,4452,Specialty Food Stores,445291,Baked Goods Stores
782,44,Retail Trade,4452,Specialty Food Stores,445292,Confectionery and Nut Stores
783,44,Retail Trade,4452,Specialty Food Stores,445299,All Other Specialty Food Stores
784,44,Retail Trade,4453,"Beer, Wine, and Liquor Stores",445310,"Beer, Wine, and Liquor Stores"
785,44,Retail Trade,4461,Health and Personal Care Stores,446110,Pharmacies and Drug Stores
786,44,Retail Trade,4461,Health and Personal Care Stores,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
787,44,Retail Trade,4461,Health and Personal Care Stores,446130,Optical Goods Stores
788,44,Retail Trade,4461,Health and Personal Care Stores,446191,Food (Health) Supplement Stores
789,44,Retail Trade,4461,Health and Personal Care Stores,446199,All Other Health and Personal Care Stores
790,44,Retail Trade,4471,Gasoline Stations,447110,Gasoline Stations with Convenience Stores
791,44,Retail Trade,4471,Gasoline Stations,447190,Other Gasoline Stations
792,44,Retail Trade,4481,Clothing Stores,448110,Men's Clothing Stores
793,44,Retail Trade,4481,Clothing Stores,448120,Women's Clothing Stores
794,44,Retail Trade,4481,Clothing Stores,448130,Children's and Infants' Clothing Stores
795,44,Retail Trade,4481,Clothing Stores,448140,Family Clothing Stores
796,44,Retail Trade,4481,Clothing Stores,448150,Clothing Accessories Stores
797,44,Retail Trade,4481,Clothing Stores,448190,Other Clothing Stores
798,44,Retail Trade,4482,Shoe Stores,448210,Shoe Stores
799,44,Retail Trade,4483,"Jewelry, Luggage, and Leather Goods Stores",448310,Jewelry Stores
800,44,Retail Trade,4483,"Jewelry, Luggage, and Leather Goods Stores",448320,Luggage and Leather Goods Stores
801,45,Retail Trade,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,Sporting Goods Stores
802,45,Retail Trade,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",451120,"Hobby, Toy, and Game Stores"
803,45,Retail Trade,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",451130,"Sewing, Needlework, and Piece Goods Stores"
804,45,Retail Trade,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",451140,Musical Instrument and Supplies Stores
805,45,Retail Trade,4512,Book Stores and News Dealers,451211,Book Stores
806,45,Retail Trade,4512,Book Stores and News Dealers,451212,News Dealers and Newsstands
807,45,Retail Trade,4512,Book Stores and News Dealers,451220,"Prerecorded Tape, Compact Disc, and Record Stores"
808,45,Retail Trade,4521,Department Stores,452111,Department Stores (except Discount Department Stores)
809,45,Retail Trade,4521,Department Stores,452112,Discount Department Stores
810,45,Retail Trade,4522,Department Stores,452210,Department Stores
811,45,Retail Trade,4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452311,Warehouse Clubs and Supercenters
812,45,Retail Trade,4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319,All Other General Merchandise Stores
813,45,Retail Trade,4529,Other General Merchandise Stores,452910,Warehouse Clubs and Supercenters
814,45,Retail Trade,4529,Other General Merchandise Stores,452990,All Other General Merchandise Stores
815,45,Retail Trade,4531,Florists,453110,Florists
816,45,Retail Trade,4532,"Office Supplies, Stationery, and Gift Stores",453210,Office Supplies and Stationery Stores
817,45,Retail Trade,4532,"Office Supplies, Stationery, and Gift Stores",453220,"Gift, Novelty, and Souvenir Stores"
818,45,Retail Trade,4533,Used Merchandise Stores,453310,Used Merchandise Stores
819,45,Retail Trade,4539,Other Miscellaneous Store Retailers,453910,Pet and Pet Supplies Stores
820,45,Retail Trade,4539,Other Miscellaneous Store Retailers,453920,Art Dealers
821,45,Retail Trade,4539,Other Miscellaneous Store Retailers,453930,Manufactured (Mobile) Home Dealers
822,45,Retail Trade,4539,Other Miscellaneous Store Retailers,453991,Tobacco Stores
823,45,Retail Trade,4539,Other Miscellaneous Store Retailers,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
824,45,Retail Trade,4541,Electronic Shopping and Mail-Order Houses,454110,Electronic Shopping and Mail-Order Houses
825,45,Retail Trade,4541,Electronic Shopping and Mail-Order Houses,454111,Electronic Shopping
826,45,Retail Trade,4541,Electronic Shopping and Mail-Order Houses,454112,Electronic Auctions
827,45,Retail Trade,4541,Electronic Shopping and Mail-Order Houses,454113,Mail-Order Houses
828,45,Retail Trade,4542,Vending Machine Operators,454210,Vending Machine Operators
829,45,Retail Trade,4543,Direct Selling Establishments,454310,Fuel Dealers
830,45,Retail Trade,4543,Direct Selling Establishments,454311,Heating Oil Dealers
831,45,Retail Trade,4543,Direct Selling Establishments,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers
832,45,Retail Trade,4543,Direct Selling Establishments,454319,Other Fuel Dealers
833,45,Retail Trade,4543,Direct Selling Establishments,454390,Other Direct Selling Establishments
834,48,Transportation and Warehousing,4811,Scheduled Air Transportation,481111,Scheduled Passenger Air Transportation
835,48,Transportation and Warehousing,4811,Scheduled Air Transportation,481112,Scheduled Freight Air Transportation
836,48,Transportation and Warehousing,4812,Nonscheduled Air Transportation,481211,Nonscheduled Chartered Passenger Air Transportation
837,48,Transportation and Warehousing,4812,Nonscheduled Air Transportation,481212,Nonscheduled Chartered Freight Air Transportation
838,48,Transportation and Warehousing,4812,Nonscheduled Air Transportation,481219,Other Nonscheduled Air Transportation
839,48,Transportation and Warehousing,4821,Rail Transportation,482111,Line-Haul Railroads
840,48,Transportation and Warehousing,4821,Rail Transportation,482112,Short Line Railroads
841,48,Transportation and Warehousing,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",483111,Deep Sea Freight Transportation
842,48,Transportation and Warehousing,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",483112,Deep Sea Passenger Transportation
843,48,Transportation and Warehousing,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",483113,Coastal and Great Lakes Freight Transportation
844,48,Transportation and Warehousing,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",483114,Coastal and Great Lakes Passenger Transportation
845,48,Transportation and Warehousing,4832,Inland Water Transportation,483211,Inland Water Freight Transportation
846,48,Transportation and Warehousing,4832,Inland Water Transportation,483212,Inland Water Passenger Transportation
847,48,Transportation and Warehousing,4841,General Freight Trucking,484110,"General Freight Trucking, Local"
848,48,Transportation and Warehousing,4841,General Freight Trucking,484121,"General Freight Trucking, Long-Distance, Truckload"
849,48,Transportation and Warehousing,4841,General Freight Trucking,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
850,48,Transportation and Warehousing,4842,Specialized Freight Trucking,484210,Used Household and Office Goods Moving
851,48,Transportation and Warehousing,4842,Specialized Freight Trucking,484220,"Specialized Freight (except Used Goods) Trucking, Local"
852,48,Transportation and Warehousing,4842,Specialized Freight Trucking,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
853,48,Transportation and Warehousing,4851,Urban Transit Systems,485111,Mixed Mode Transit Systems
854,48,Transportation and Warehousing,4851,Urban Transit Systems,485112,Commuter Rail Systems
855,48,Transportation and Warehousing,4851,Urban Transit Systems,485113,Bus and Other Motor Vehicle Transit Systems
856,48,Transportation and Warehousing,4851,Urban Transit Systems,485119,Other Urban Transit Systems
857,48,Transportation and Warehousing,4852,Interurban and Rural Bus Transportation,485210,Interurban and Rural Bus Transportation
858,48,Transportation and Warehousing,4853,Taxi and Limousine Service,485310,Taxi Service
859,48,Transportation and Warehousing,4853,Taxi and Limousine Service,485320,Limousine Service
860,48,Transportation and Warehousing,4854,School and Employee Bus Transportation,485410,School and Employee Bus Transportation
861,48,Transportation and Warehousing,4855,Charter Bus Industry,485510,Charter Bus Industry
862,48,Transportation and Warehousing,4859,Other Transit and Ground Passenger Transportation,485991,Special Needs Transportation
863,48,Transportation and Warehousing,4859,Other Transit and Ground Passenger Transportation,485999,All Other Transit and Ground Passenger Transportation
864,48,Transportation and Warehousing,4861,Pipeline Transportation of Crude Oil,486110,Pipeline Transportation of Crude Oil
865,48,Transportation and Warehousing,4862,Pipeline Transportation of Natural Gas,486210,Pipeline Transportation of Natural Gas
866,48,Transportation and Warehousing,4869,Other Pipeline Transportation,486910,Pipeline Transportation of Refined Petroleum Products
867,48,Transportation and Warehousing,4869,Other Pipeline Transportation,486990,All Other Pipeline Transportation
868,48,Transportation and Warehousing,4871,"Scenic and Sightseeing Transportation, Land",487110,"Scenic and Sightseeing Transportation, Land"
869,48,Transportation and Warehousing,4872,"Scenic and Sightseeing Transportation, Water",487210,"Scenic and Sightseeing Transportation, Water"
870,48,Transportation and Warehousing,4879,"Scenic and Sightseeing Transportation, Other",487990,"Scenic and Sightseeing Transportation, Other"
871,48,Transportation and Warehousing,4881,Support Activities for Air Transportation,488111,Air Traffic Control
872,48,Transportation and Warehousing,4881,Support Activities for Air Transportation,488119,Other Airport Operations
873,48,Transportation and Warehousing,4881,Support Activities for Air Transportation,488190,Other Support Activities for Air Transportation
874,48,Transportation and Warehousing,4882,Support Activities for Rail Transportation,488210,Support Activities for Rail Transportation
875,48,Transportation and Warehousing,4883,Support Activities for Water Transportation,488310,Port and Harbor Operations
876,48,Transportation and Warehousing,4883,Support Activities for Water Transportation,488320,Marine Cargo Handling
877,48,Transportation and Warehousing,4883,Support Activities for Water Transportation,488330,Navigational Services to Shipping
878,48,Transportation and Warehousing,4883,Support Activities for Water Transportation,488390,Other Support Activities for Water Transportation
879,48,Transportation and Warehousing,4884,Support Activities for Road Transportation,488410,Motor Vehicle Towing
880,48,Transportation and Warehousing,4884,Support Activities for Road Transportation,488490,Other Support Activities for Road Transportation
881,48,Transportation and Warehousing,4885,Freight Transportation Arrangement,488510,Freight Transportation Arrangement
882,48,Transportation and Warehousing,4889,Other Support Activities for Transportation,488991,Packing and Crating
883,48,Transportation and Warehousing,4889,Other Support Activities for Transportation,488999,All Other Support Activities for Transportation
884,49,Transportation and Warehousing,4911,Postal Service,491110,Postal Service
885,49,Transportation and Warehousing,4921,Couriers and Express Delivery Services,492110,Couriers and Express Delivery Services
886,49,Transportation and Warehousing,4922,Local Messengers and Local Delivery,492210,Local Messengers and Local Delivery
887,49,Transportation and Warehousing,4931,Warehousing and Storage,493110,General Warehousing and Storage
888,49,Transportation and Warehousing,4931,Warehousing and Storage,493120,Refrigerated Warehousing and Storage
889,49,Transportation and Warehousing,4931,Warehousing and Storage,493130,Farm Product Warehousing and Storage
890,49,Transportation and Warehousing,4931,Warehousing and Storage,493190,Other Warehousing and Storage
891,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers
892,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511120,Periodical Publishers
893,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511130,Book Publishers
894,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511140,Directory and Mailing List Publishers
895,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511191,Greeting Card Publishers
896,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511199,All Other Publishers
897,51,Information,5112,Software Publishers,511210,Software Publishers
898,51,Information,5121,Motion Picture and Video Industries,512110,Motion Picture and Video Production
899,51,Information,5121,Motion Picture and Video Industries,512120,Motion Picture and Video Distribution
900,51,Information,5121,Motion Picture and Video Industries,512131,Motion Picture Theaters (except Drive-Ins)
901,51,Information,5121,Motion Picture and Video Industries,512132,Drive-In Motion Picture Theaters
902,51,Information,5121,Motion Picture and Video Industries,512191,Teleproduction and Other Postproduction Services
903,51,Information,5121,Motion Picture and Video Industries,512199,Other Motion Picture and Video Industries
904,51,Information,5122,Sound Recording Industries,512210,Record Production
905,51,Information,5122,Sound Recording Industries,512220,Integrated Record Production/Distribution
906,51,Information,5122,Sound Recording Industries,512230,Music Publishers
907,51,Information,5122,Sound Recording Industries,512240,Sound Recording Studios
908,51,Information,5122,Sound Recording Industries,512250,Record Production and Distribution
909,51,Information,5122,Sound Recording Industries,512290,Other Sound Recording Industries
910,51,Information,5151,Radio and Television Broadcasting,515111,Radio Networks
911,51,Information,5151,Radio and Television Broadcasting,515112,Radio Stations
912,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting
913,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming
914,51,Information,5161,Internet Publishing and Broadcasting,516110,Internet Publishing and Broadcasting
915,51,Information,5171,Wired Telecommunications Carriers,517110,Wired Telecommunications Carriers
916,51,Information,5172,Wireless Telecommunications Carriers (except Satellite),517210,Wireless Telecommunications Carriers (except Satellite)
917,51,Information,5172,Wireless Telecommunications Carriers (except Satellite),517211,Paging
918,51,Information,5172,Wireless Telecommunications Carriers (except Satellite),517212,Cellular and Other Wireless Telecommunications
919,51,Information,5173,Wired and Wireless Telecommunications Carriers,517310,Telecommunications Resellers
920,51,Information,5173,Wired and Wireless Telecommunications Carriers,517311,Wired Telecommunications Carriers
921,51,Information,5173,Wired and Wireless Telecommunications Carriers,517312,Wireless Telecommunications Carriers (except Satellite)
922,51,Information,5174,Satellite Telecommunications,517410,Satellite Telecommunications
923,51,Information,5175,Cable and Other Program Distribution,517510,Cable and Other Program Distribution
924,51,Information,5179,Other Telecommunications,517910,Other Telecommunications
925,51,Information,5179,Other Telecommunications,517911,Telecommunications Resellers
926,51,Information,5179,Other Telecommunications,517919,All Other Telecommunications
927,51,Information,5181,Internet Service Providers and Web Search Portals,518111,Internet Service Providers
928,51,Information,5181,Internet Service Providers and Web Search Portals,518112,Web Search Portals
929,51,Information,5182,"Data Processing, Hosting, and Related Services",518210,"Data Processing, Hosting, and Related Services"
930,51,Information,5191,Other Information Services,519110,News Syndicates
931,51,Information,5191,Other Information Services,519120,Libraries and Archives
932,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals
933,51,Information,5191,Other Information Services,519190,All Other Information Services
934,52,Finance and Insurance,5211,Monetary Authorities-Central Bank,521110,Monetary Authorities-Central Bank
935,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking
936,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions
937,52,Finance and Insurance,5221,Depository Credit Intermediation,522130,Credit Unions
938,52,Finance and Insurance,5221,Depository Credit Intermediation,522190,Other Depository Credit Intermediation
